Id,PostId,VoteTypeId,CreationDate,UserId,BountyAmount
64,34,2,8/05/2013 0:00,,
65,32,2,8/05/2013 0:00,,
66,26,2,8/05/2013 0:00,,
68,23,2,8/05/2013 0:00,,
69,23,2,8/05/2013 0:00,,
70,28,2,8/05/2013 0:00,,
71,1,2,8/05/2013 0:00,,
72,1,5,8/05/2013 0:00,124,
73,15,16,8/05/2013 0:00,,
74,24,16,8/05/2013 0:00,,
75,30,16,8/05/2013 0:00,,
76,37,16,8/05/2013 0:00,,
77,34,2,8/05/2013 0:00,,
78,16,2,8/05/2013 0:00,,
79,34,2,8/05/2013 0:00,,
80,29,2,8/05/2013 0:00,,
81,42,2,8/05/2013 0:00,,
82,29,2,8/05/2013 0:00,,
83,34,2,8/05/2013 0:00,,
84,42,2,8/05/2013 0:00,,
85,45,2,8/05/2013 0:00,,
86,8,2,8/05/2013 0:00,,
87,26,2,8/05/2013 0:00,,
88,29,2,8/05/2013 0:00,,
89,32,2,8/05/2013 0:00,,
90,39,2,8/05/2013 0:00,,
91,34,2,8/05/2013 0:00,,
92,10,2,8/05/2013 0:00,,
93,3,2,8/05/2013 0:00,,
94,26,2,8/05/2013 0:00,,
95,29,2,8/05/2013 0:00,,
96,34,2,8/05/2013 0:00,,
